seed	coverage	substitution_rate	read_length	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome
5202	5	0.01	5000	1	f1	1.0	False	0.7909	consistent	False	TN
5202	5	0.01	5000	1	f2	1.0	False	1.3151	consistent	False	TN
5202	5	0.01	5000	1	f3	1.0	False	1.3065	consistent	False	TN
5202	5	0.01	5000	0.75	f1	0.75	False	0.5941	possible_collapse	True	FP
5202	5	0.01	5000	0.75	f2	0.75	False	0.9863	consistent	False	TN
5202	5	0.01	5000	0.75	f3	0.75	False	0.9799	consistent	False	TN
5202	5	0.01	5000	0.5	f1	0.5	True	0.3974	possible_collapse	True	TP
5202	5	0.01	5000	0.5	f2	0.5	True	0.6576	consistent	False	FN
5202	5	0.01	5000	0.5	f3	0.5	True	0.6533	consistent	False	FN
5202	5	0.01	5000	0.25	f1	0.25	True	0.2006	possible_collapse	True	TP
5202	5	0.01	5000	0.25	f2	0.25	True	0.3288	possible_collapse	True	TP
5202	5	0.01	5000	0.25	f3	0.25	True	0.3266	possible_collapse	True	TP
5202	5	0.01	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	5	0.01	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	5	0.01	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5202	20	0	5000	1	f1	1.0	False	0.8715	consistent	False	TN
5202	20	0	5000	1	f2	1.0	False	0.8806	consistent	False	TN
5202	20	0	5000	1	f3	1.0	False	1.0301	consistent	False	TN
5202	20	0	5000	0.75	f1	0.75	False	0.6547	consistent	False	TN
5202	20	0	5000	0.75	f2	0.75	False	0.6605	consistent	False	TN
5202	20	0	5000	0.75	f3	0.75	False	0.7726	consistent	False	TN
5202	20	0	5000	0.5	f1	0.5	True	0.4379	possible_collapse	True	TP
5202	20	0	5000	0.5	f2	0.5	True	0.4403	possible_collapse	True	TP
5202	20	0	5000	0.5	f3	0.5	True	0.5151	possible_collapse	True	TP
5202	20	0	5000	0.25	f1	0.25	True	0.2211	possible_collapse	True	TP
5202	20	0	5000	0.25	f2	0.25	True	0.2202	possible_collapse	True	TP
5202	20	0	5000	0.25	f3	0.25	True	0.2575	possible_collapse	True	TP
5202	20	0	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	20	0	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	20	0	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5202	20	0.001	5000	1	f1	1.0	False	0.8968	consistent	False	TN
5202	20	0.001	5000	1	f2	1.0	False	0.8979	consistent	False	TN
5202	20	0.001	5000	1	f3	1.0	False	1.0515	consistent	False	TN
5202	20	0.001	5000	0.75	f1	0.75	False	0.6737	consistent	False	TN
5202	20	0.001	5000	0.75	f2	0.75	False	0.6734	consistent	False	TN
5202	20	0.001	5000	0.75	f3	0.75	False	0.7887	consistent	False	TN
5202	20	0.001	5000	0.5	f1	0.5	True	0.4506	possible_collapse	True	TP
5202	20	0.001	5000	0.5	f2	0.5	True	0.449	possible_collapse	True	TP
5202	20	0.001	5000	0.5	f3	0.5	True	0.5258	possible_collapse	True	TP
5202	20	0.001	5000	0.25	f1	0.25	True	0.2275	possible_collapse	True	TP
5202	20	0.001	5000	0.25	f2	0.25	True	0.2245	possible_collapse	True	TP
5202	20	0.001	5000	0.25	f3	0.25	True	0.2629	possible_collapse	True	TP
5202	20	0.001	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	20	0.001	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	20	0.001	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5202	20	0.01	5000	1	f1	1.0	False	1.1068	consistent	False	TN
5202	20	0.01	5000	1	f2	1.0	False	1.0886	consistent	False	TN
5202	20	0.01	5000	1	f3	1.0	False	1.272	consistent	False	TN
5202	20	0.01	5000	0.75	f1	0.75	False	0.8314	consistent	False	TN
