seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	assembly_fraction	family_id	true_assembly_bp	predicted_assembly_bp	overlap_bp	base_recall	base_precision	fragments	truth_fragments
5703	0.03	1	500	iid_base	0.9	0.25	f1	305	306	305	1.0	0.9967320261437909	1	1
5703	0.03	1	500	iid_base	0.9	0.25	f2	3420	3420	3420	1.0	1.0	1	1
5703	0.03	1	500	iid_base	0.9	0.25	f3	21050	21019	21019	0.9985273159144893	1.0	1	1
5703	0.03	1	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5703	0.03	1	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5703	0.03	1	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5703	0.03	3	500	iid_base	0.9	1	f1	1220	1136	1135	0.930327868852459	0.9991197183098591	3	3
5703	0.03	3	500	iid_base	0.9	1	f2	13680	13664	13660	0.9985380116959064	0.9997072599531616	3	3
5703	0.03	3	500	iid_base	0.9	1	f3	84200	84182	84182	0.9997862232779098	1.0	3	3
5703	0.03	3	500	iid_base	0.9	0.75	f1	915	906	905	0.9890710382513661	0.9988962472406181	3	3
5703	0.03	3	500	iid_base	0.9	0.75	f2	10260	10209	10205	0.9946393762183235	0.9996081888529729	3	3
5703	0.03	3	500	iid_base	0.9	0.75	f3	63150	63101	63101	0.9992240696753761	1.0	3	3
5703	0.03	3	500	iid_base	0.9	0.5	f1	610	566	566	0.9278688524590164	1.0	3	3
5703	0.03	3	500	iid_base	0.9	0.5	f2	6840	6818	6814	0.9961988304093568	0.9994133176884717	3	3
5703	0.03	3	500	iid_base	0.9	0.5	f3	42100	42082	42082	0.9995724465558194	1.0	3	3
5703	0.03	3	500	iid_base	0.9	0.25	f1	305	286	285	0.9344262295081968	0.9965034965034965	3	3
5703	0.03	3	500	iid_base	0.9	0.25	f2	3420	3396	3392	0.991812865497076	0.9988221436984688	3	3
5703	0.03	3	500	iid_base	0.9	0.25	f3	21050	20954	20954	0.9954394299287411	1.0	3	3
5703	0.03	3	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5703	0.03	3	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5703	0.03	3	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5703	0.05	1	500	iid_base	0.9	1	f1	1220	1052	1052	0.8622950819672132	1.0	3	1
5703	0.05	1	500	iid_base	0.9	1	f2	13680	13598	13598	0.9940058479532163	1.0	1	1
5703	0.05	1	500	iid_base	0.9	1	f3	84200	84151	84151	0.999418052256532	1.0	1	1
5703	0.05	1	500	iid_base	0.9	0.75	f1	915	816	816	0.8918032786885246	1.0	1	1
5703	0.05	1	500	iid_base	0.9	0.75	f2	10260	10260	10260	1.0	1.0	1	1
5703	0.05	1	500	iid_base	0.9	0.75	f3	63150	63132	63132	0.9997149643705463	1.0	1	1
5703	0.05	1	500	iid_base	0.9	0.5	f1	610	583	583	0.9557377049180328	1.0	1	1
5703	0.05	1	500	iid_base	0.9	0.5	f2	6840	6840	6840	1.0	1.0	1	1
