seed	unit_substitution_rate	array_fragments	fragment_gap_bp	coverage	substitution_rate	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	assembly_predicted_bp	period	estimated_haploid_depth	method	read_estimated_copies	read_estimated_bp	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome	fit_status	decision_threshold
5401	0.01	1	500	1	0	0	f2	0.0	True	0.0	171	1.0045	multik_loglinear	67.25140866679125	11499.990882021304	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0	0	f3	0.0	True	0.0	421	1.0045	single_k21	159.28	67056.88	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0	0	f3	0.0	True	0.0	421	1.0045	multik_loglinear	193.59711317467065	81504.38464653635	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	1	f1	1.0	False	1221.0	61	1.0045	single_k21	0.0	0.0	NA	assembly_only	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	1	f1	1.0	False	1221.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.001	1	f2	1.0	False	13656.0	171	1.0045	single_k21	52.7615	9022.2165	1.5135970190917054	possible_overexpansion	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	1	f2	1.0	False	13656.0	171	1.0045	multik_loglinear	67.39154642631965	11523.95443890066	1.1850098915613838	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	1	f3	1.0	False	84095.0	421	1.0045	single_k21	156.2935	65799.5635	1.2780479919141103	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	1	f3	1.0	False	84095.0	421	1.0045	multik_loglinear	193.6500804985415	81526.68388988597	1.031502766794525	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	0.75	f1	0.75	False	916.0	61	1.0045	single_k21	0.0	0.0	NA	assembly_only	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.75	f1	0.75	False	916.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.001	0.75	f2	0.75	False	10238.0	171	1.0045	single_k21	52.7615	9022.2165	1.1347544142838957	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.75	f2	0.75	False	10238.0	171	1.0045	multik_loglinear	67.39154642631965	11523.95443890066	0.8884103155979385	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	0.75	f3	0.75	False	63045.0	421	1.0045	single_k21	156.2935	65799.5635	0.9581370551189142	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.75	f3	0.75	False	63045.0	421	1.0045	multik_loglinear	193.6500804985415	81526.68388988597	0.7733050946258496	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	0.5	f1	0.5	True	611.0	61	1.0045	single_k21	0.0	0.0	NA	assembly_only	False	FN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.5	f1	0.5	True	611.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.001	0.5	f2	0.5	True	0.0	171	1.0045	single_k21	52.7615	9022.2165	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.5	f2	0.5	True	0.0	171	1.0045	multik_loglinear	67.39154642631965	11523.95443890066	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	0.5	f3	0.5	True	41995.0	421	1.0045	single_k21	156.2935	65799.5635	0.638226118323718	consistent	False	FN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.5	f3	0.5	True	41995.0	421	1.0045	multik_loglinear	193.6500804985415	81526.68388988597	0.5151074224571743	possible_collapse	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	0.25	f1	0.25	True	306.0	61	1.0045	single_k21	0.0	0.0	NA	assembly_only	False	FN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.25	f1	0.25	True	306.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.001	0.25	f2	0.25	True	0.0	171	1.0045	single_k21	52.7615	9022.2165	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.25	f2	0.25	True	0.0	171	1.0045	multik_loglinear	67.39154642631965	11523.95443890066	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	0.25	f3	0.25	True	20883.0	421	1.0045	single_k21	156.2935	65799.5635	0.3173729260377236	possible_collapse	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0.25	f3	0.25	True	20883.0	421	1.0045	multik_loglinear	193.6500804985415	81526.68388988597	0.2561492630830616	possible_collapse	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.001	0	f1	0.0	True	0.0	61	1.0045	single_k21	0.0	0.0	NA	low_confidence	False	FN	single_k_baseline	0.6
5401	0.01	1	500	1	0.001	0	f1	0.0	True	0.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.001	0	f2	0.0	True	0.0	171	1.0045	single_k21	52.7615	9022.2165	0.0	reads_only	True	TP	single_k_baseline	0.6
