seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	coverage	substitution_rate	read_length	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
5501	0.03	1	500	iid_base	0.9	20	0.01	5000	f2	80	34.8675	-0.56415625	0.56415625	30.8155	40.3703	False	0.119435	84.38010006171207	0.05475125077140088	-0.6189075007714009	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	20	0.01	5000	f3	200	90.5955	-0.5470225	0.5470225	82.5915	97.3489	False	0.07378700000000002	208.68022744363145	0.04340113721815726	-0.5904236372181573	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	1	0	5000	f1	20	20.21	0.010500000000000042	0.010500000000000042	12.126	26.273	True	0.70735	40.42	1.0210000000000001	-1.0105	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	1	0	5000	f2	80	46.483	-0.4189625	0.4189625	35.3675	57.5985	False	0.2778875	89.15446491228072	0.11443081140350894	-0.533393311403509	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	1	0	5000	f3	200	84.882	-0.5755899999999999	0.5755899999999999	73.7665	98.0185	False	0.12126000000000005	158.43727909738718	-0.20781360451306413	-0.36777639548693586	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	1	0.001	5000	f1	20	18.189	-0.09054999999999999	0.09054999999999999	12.126	25.2625	True	0.656825	40.42	1.0210000000000001	-1.11155	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	1	0.001	5000	f2	80	44.462	-0.444225	0.444225	34.357	56.588	False	0.2778875	89.15446491228072	0.11443081140350894	-0.558655811403509	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	1	0.001	5000	f3	200	82.861	-0.585695	0.585695	72.756	97.008	False	0.12125999999999998	158.43727909738718	-0.20781360451306413	-0.37788139548693583	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	1	0.01	5000	f1	20	18.189	-0.09054999999999999	0.09054999999999999	11.1155	21.2205	True	0.50525	40.42	1.0210000000000001	-1.11155	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	1	0.01	5000	f2	80	37.3885	-0.53264375	0.53264375	29.3045	47.4935	False	0.22736249999999997	89.15446491228072	0.11443081140350894	-0.6470745614035089	diagnostic_kmer_10_90_spread_not_sampling_CI
